Script,Id,Group_ID
ಚೀನವು ಆರ್ಥಿಕ ಹಾಗೂ ರಾಜಕೀಯವಾಗಿ ಪ್ರಭಾವಿ ರಾಷ್ಟ್ರ,23527406,30005
ಕವಿತಾ ಕೃಷ್ಣಮೂರ್ತಿ ಮೊದಲು ಹಾಡಿದ ಹಾಡೇ ಕನ್ನಡದ್ದು,23497640,30005
ಆದರೂ ಎಲ್ಲಾ ಭಾರತಿ ವರ್ಣಮಾಲೆಗಳನ್ನು ಸಂಯೋಗಗಳನ್ನು ಸೇರಿಸಲು ವಿಸ್ತರಿಸುವ ಯೋಜನೆ ಇದೆ,24170622,30005
ಈ ಶ್ರಮ ವಿಭಾಗದಿಂದ ಒಬ್ಬರ ಸಹಾಯವಿಲ್ಲದೆ ಇನ್ನೊಬ್ಬರು ಬದುಕುವುದು ಕಷ್ಟವಾಗಿತ್ತು,23434104,30005
ಆಕೆಯು ನಲ್ಲಿಯ ಹತ್ತಿರ ಬರುತ್ತಾಳೆ ಹಾಗೂ ಆಕೆಯ ಚಿಕ್ಕ ತೊಟ್ಟಿಯ ಹೊರಗಿನಿಂದ ಕಯಕೊಳ ಕೈಗಳು ಬರುತ್ತಿರುವುದನ್ನು ಕಾಣುತ್ತಾಳೆ,23565124,30005
ನಾನು ರಾಕ್ ಸ್ಟಾರ್ ಆಗುವ ಕನಸನ್ನೂ ಸಹ ಹೊಂದಿದ್ದೆ,23431734,30005
ಇಂಟರ್ನೆಟ್ ಮಾಧ್ಯಮದಲ್ಲಿ ಮುಂಬಯಿನಗರದ ಬಹುತೇಕ ಸಚಿತ್ರ ವಿವರಣೆಗಳನ್ನು ಒಟ್ಟಾರೆ ಕಾಣಬಹುದು,23334520,30005
ಇಲ್ಲಿ ಮೊದಲಿಗೆ ಸರಸ್ವತಿ ನದಿ ಹರಿಯುತ್ತಿತ್ತು ಎಂದು ಅಂದಾಜಿಸಲಾಗಿದೆ,23406658,30005
ಅಪಾಚೆ ಜನರು ಏಳು ದಕ್ಷಿಣದ ಅಥಾಬಾಸ್ಕನ್ ಭಾಷೆಗಳಲ್ಲಿ ಒಂದು ಅಥವಾ ಹೆಚ್ಚು ಭಾಷೆಗಳನ್ನು ಆಡುತ್ತಾರೆ,23369276,30005
ಅನಂತರ ಬರಿ ಐದು ವಾರದಲ್ಲಿ ಫ್ರೇಂಚ್ ಮಾತಾಡಲು ಪ್ರಾರಂಭಿಸಿದ್ದರು,23562712,30005
ಮಂಟೇಸ್ವಾಮಿ ಸಂಪ್ರದಾಯಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ದೇವಾಲಯಗಳು ಅನೇಕ ಊರುಗಳಲ್ಲಿ ಕಂಡುಬರುತ್ತವೆ,23557784,30005
ಆಪ್ಟೆರಿಕ್ಸ್ ಆಸ್ಟ್ರಾಲಿಸ್ ಎಂಬುದು ಇದರ ವೈಜ್ಞಾನಿಕ ನಾಮ,23561644,30005
ನಡುವಿಗೆ ಸರಿಯಾಗಿ ಬಣ್ಣದ ಒಂದು ಕರವಸ್ತ್ರ ಇಳಿ ಬಿದ್ದಿರುತ್ತದೆ,23425374,30005
ಕೇವಲ ಪಟ್ಟಣ ಮತ್ತು ನಗರಗಳಲ್ಲಿ ಮಾತ್ರವಲ್ಲದೆ ಗ್ರಾಮಾಂತರ ಪ್ರದೇಶಗಳಲ್ಲೂ ಗೃಹ ವಿಜ್ಞಾನ ಶಿಕ್ಷಣ ದೊರೆಯಲು ಭಾರತ ಸರ್ಕಾರ ಅವಕಾಶ ಮಾಡಿಕೊಟ್ಟಿದೆ,23480098,30005
ಹಂಸಲೇಖ ರವರ ಸಂಗೀತ ನಿರ್ದೇಶನದಿಂದ ಈ ಚಿತ್ರವು ಮಾಡಲಾಗಿದೆ,23514084,30005
ಅದರಿಂದ ಸರ್ಕಾರಿ ಅಧಿಕಾರಿಗಳು ಮಧ್ಯ ಪ್ರವೇಶಿಸುವ ಸಂದರ್ಭ ಬರುವುದಿಲ್ಲ ಮತ್ತು ಕಲಸ ಕಾರ್ಯಗಳು ಸುಗಮವಾಗಿ ನಡೆಯುತ್ತವೆ,23404002,30005
ಇನ್ನೂ ಹೆಚ್ಚಿನದೆಂದರೆ ಅಜ್ಜ ಅಜ್ಜಿ ಪದಗಳು ಪರಸ್ಪರ ಬಳಕೆಯಲ್ಲಿವೆ,23473268,30005
ಸಿಕ್ಕಿಮ್ ಹಾಗೂ ಜಯಪುರ ಪ್ರದೇಶಗಳಲ್ಲಿ ಸಹ ತಾಮ್ರ ನಿಕ್ಷೇಪಗಳು ಇರಬಹುದೆಂದು ಊಹಿಸಲಾಗಿದೆ,23486142,30005
ಸರೋವರಕ್ಕೆ ಅಂಚು ಕಟ್ಟಿದಂತೆ ನೆಟ್ಟಿರುವ ಸಾಲು ಮರಗಳಿಂದ ಕೂಡಿರುವ ಸುತ್ತಣ ಪ್ರದೇಶ ಸುಂದರವಾಗಿದೆ,23553636,30005
ಬಲರಾಮ್ ಅವರು ಗಯಾ ಜಿಲ್ಲೆಯ ಗ್ರಾಮೀಣ ಹಳ್ಳಿಯಲ್ಲಿ ಜನಿಸಿದರು,23353812,30005
ಓರ್ವ ಆಟಗಾರ ನಿರ್ದಿಷ್ಟ ಸಂಖ್ಯೆಯ ಸುತ್ತುಗಳಲ್ಲಿ ಗೆಲ್ಲುವ ಮೂಲಕ ಪಂದ್ಯವನ್ನು ಗೆಲ್ಲಬಹುದು,23468106,30005
ಕ್ರಮೇಣ ಕೈಕೊಡಲಿ ಮತ್ತು ಚಕ್ಕೆ ಕಲ್ಲಿನ ಆಯುಧಗಳ ವಿಧಾನಗಳು ಪರಸ್ಪರ ಪ್ರಭಾವಕ್ಕೊಳಗಾದುವು,23494588,30005
ಅನಂತರ ಮಾನಸಿಕ ರೋಗಶಾಸ್ತ್ರದಲ್ಲಿ ಆಸಕ್ತನಾಗಿ ಅದಕ್ಕಾಗಿ ಚಿಕಿತ್ಸಾಲಯವನ್ನು ಆರಂಭಿಸಿದ,23511620,30005
ಇದನ್ನು ಮನೆ ತೋಟಗಳಲ್ಲಿ ಅಥವಾ ಇತರ ಸಣ್ಣ ಪ್ರದೇಶಗಳಲ್ಲಿ ಬೆಳೆಯಲಾಗುತ್ತದೆ,23585836,30005
"ಹೊಸ ದೆಹಲಿಯಲ್ಲಿ ಮಧ್ಯಾಹ್ನವಾದರೆ, ಲಾಸ್‌ ಏಂಜಲೀಸ್‌ನಲ್ಲಿ ಸಮಯ ಎಷ್ಟು?",23655490,30005
ಹವಮಾನ ಸೂಚ್ಯಂಕಗಳು ನಷ್ಟ ಪರಿಹಾರ ಪ್ರಮಾಣವನ್ನು ನಿರ್ಧರಿಸಲು ತಯಾರಿಸಲಾಗಿದೆ,23368724,30005
ಆ ಸಮಯದಲ್ಲಿ ಅದು ಪ್ರಬಲವಾದ ವಿವರವಾದ ಅಧ್ಯಯನಗಳನ್ನು ಒಳಗೊಂಡಿತ್ತು,23497714,30005
ಅವರ ಬೆಂಬಲಿಗರು ಜನಸಂಖ್ಯೆ ಹೆಚ್ಚಲು ಮುಖ್ಯ ಕಾರಣ ಜೀವನಮಟ್ಟ ಬೆಳೆದಂತೆ ಮದುವೆಯ ವಯಸ್ಸು ಕಡಿಮೆಯಾಗುವುದೇ ಕಾರಣ ಎಂದಿದ್ದಾರೆ,23350642,30005
ಇವರು ಗಾದೆಗಳನ್ನು ಬಳಸಿಕೊಂಡು ಗೀತಗಳು ಹಾಗೂ ನಾಟಕಗಳನ್ನು ರಚಿಸುವ ವಿಶಿಷ್ಟ ಪ್ರಯೋಗಗಳನ್ನು ನಡೆಸಿದ್ದಾರೆ,23509644,30005
ಕಾರ್ಪೊರೇಟ್ ಸಾಮಾಜಿಕ ಜವಾಬ್ದಾರಿ ಕುರಿತು ಶ್ರೀ ಪರೇಖ್ ಅವರ ಚಿಂತನೆ ಸರಳವಾದರೂ ಆಳವಾದದ್ದು,23330672,30005
ಎಣ್ಣೆ ತೆಗೆದ ಅನಂತರ ಉಳಿವ ಹಿಂಡಿ ದನಗಳಿಗೆ ಒಳ್ಳೆಯ ಮೇವು,23387030,30005
ಇದರಿಂದಾಗಿ ಈತನ ಅಮೂಲ್ಯ ಸಾಧನೆಗಳು ಸಕಾಲದಲ್ಲಿ ಪ್ರಕಟವಾಗಲಿಲ್ಲ,23366882,30005
ಅವರ ಆರಂಭಿಕ ದಿನಗಳಲ್ಲಿ ಕನ್ನಡ ಮತ್ತು ತಮಿಳನ್ನು ಕಲಿತರು,23326260,30005
ಆ ಯೋಜನೆಯನ್ನು ನಮ್ಮ ರಾಜ್ಯದ ೪ ದಶ ಲಕ್ಷ ರೈತರು ಪ್ರಯೋಜನ ಪಡೆಯುತ್ತಿದ್ದಾರೆ,24116892,30005
ಈತನು ೧೯೩೩ರಿಂದ ೧೯೪೫ರ ವರೆಗೆ ಜರ್ಮನಿಯನ್ನು ಆಳಿದನು,24119990,30005
ಇವು ಸಾಮಾನ್ಯವಾಗಿ ರಾಕೆಟ್ ನೋದಕದ ದಹನದಿಂದ ತಮ್ಮ ನಿಷ್ಕಾಸವನ್ನು ಸೃಷ್ಟಿಸುತ್ತವೆ,23501138,30005
ಈ ವರ್ಷ ದೀಪಾವಳಿ ಯಾವ ದಿನ ಬರುವುದು?,23587674,30005
ಬೆಟ್ಟದ ಮೇಲೆ ಮೂರು ದಿಕ್ಕುಗಳಲ್ಲಿ ನೀರು ಹರಿಯುತ್ತದೆ,24242482,30005
ಉದಾಹರಣೆಗೆ ಈ ಜ್ಯೋತಿಷ್ಯಕ್ಕೆ ಗಣನೆಗೆ ತೆಗೆದುಕೊಳ್ಳುವ ೨೭ ನಕ್ಷತ್ರ ಗಳು ಬ್ರಹ್ಮನ ಮಗ ದಕ್ಷನ ಹೆಣ್ಣು ಮಕ್ಕಳು,24152742,30005
ಕೊಡು ಕೊಳ್ಳುವ ಹಣದ ಚಲಾವಣೆ ಸ್ಥಳೀಯ ನಾಣ್ಯದ ಮೂಲಕ ನಡೆಯುತ್ತದೆ,23550324,30005
ಈ ವಾರಾಂತ್ಯದಲ್ಲಿ ಯಾವ ಹಬ್ಬವನ್ನು ಆಚರಿಸಿದೆವು?,23587886,30005
ಮಧ್ಯ ಸಾಲಿನ ಎಡ ಆಸನದ ಸೀಟಿನ ಹೀಟರ್ ಆರಂಭಿಸಿ,23642216,30005
ಇದು ಹೂವಿನ ಉದ್ಯಾನದ ಸುತ್ತಲಿನ ಸ್ಥಳದಲ್ಲಿ ನಿರ್ಮಿಸಲಾದ ದೇವಾಲಯವಾಗಿದೆ,23460984,30005
ಈ ಕ್ಲಿಕ್ ಧ್ವನಿಗಳನ್ನು ಆಫ್ರಿಕದಲ್ಲಿ ಬಿಟ್ಟರೆ ಪ್ರಪಂಚದ ಬೇರಾವುದೇ ಭಾಷೆಯಲ್ಲಿಯೂ ಬಳಸುವುದಿಲ್ಲ,23328676,30005
ಶ್ರೀಗಂಧದ ತೈಲ ಅತಿ ಪರಿಮಳಯುಕ್ತ ಸುಗಂಧ ದ್ರವ್ಯಗಳಲ್ಲಿ ಒಂದು,23329450,30005
ಆದುದರಿಂದ ಹೀಗೆ ಪೂರ್ಣಗೊಂಡ ಒಂದು ಕ್ರಿಯೆಯ ಅರ್ಥಕೊಡುವ ಪದಗಳನ್ನು ಸಾಮಾನ್ಯವಾಗಿ ಕ್ರಿಯಾಪದ ಎನ್ನುತ್ತೇವೆ,23442894,30005
ಲಘು ಸಂಗೀತ ಕ್ಷೇತ್ರದಲ್ಲಿಯೂ ಸಹ ಕಾರ್ಯಕ್ರಮಗಳಲ್ಲಿ ಸಹಕಾರ ನೀಡಿದ್ದಾರೆ,23509342,30005
ಅವನ ತಲೆ ಕಲ್ಲಿನ ಗೋಡೆಗೆ ಬಡಿದು ಅವನ ತಲೆಬುರುಡೆಯಿಂದ ರಕ್ತ ಹರಿಯಿತು,23365828,30005
ಸಾರ್ವಜನಿಕರಿಗೆ ಗಣಕಗಳಲ್ಲಿ ನುಡಿ ತಂತ್ರಾಂಶದ ಬಳಕೆಯ ಮೂಲ ತರಬೇತಿ,23488994,30005
ಆತನ ಚಕ್ರಾಧಿಪತ್ಯದ ಭೌಗೋಳಿಕ ಗಡಿರೇಖೆಯನ್ನು ಹೇಳುವಂತಹ ಯಾವುದೇ ಪುರಾವೆ ಇಲ್ಲ,23394760,30005
ಈಚೆಗೆ ಅಲ್ಲದೆ ಬೇಸಿಗೆ ಧಾನ್ಯ ಬೆಳೆ ತೆಗೆಯುವ ಕೃಷಿ ಪದ್ಧತಿ ಹೆಚ್ಚಾಗಿ ಜಾರಿಗೆ ಬರುತ್ತಿರುವುದು ಜಾನುವಾರು ಪೋಷಣೆಗೂ ಸಹಾಯಕ,23462024,30005
ಆದರೆ ಕಾಶ್ಮೀರದ ಪ್ರದೇಶದ ಒಡೆತನದ ಮೇಲೆ ಭಿನ್ನಾಭಿಪ್ರಾಯಗಳ ಕಾರಣದಿಂದ ಈ ಸಭೆಯು ವಿಫಲವಾಯಿತು ಅಥವಾ ಜಂಟಿ ಹೇಳಿಕೆ ನೀಡದೆ ವಿಫಲವಾಯಿತು,23527788,30005
ಅಷ್ಟೋತ್ತರ ಎಂದರೆ ಎಂಟು ಅಧಿಕ ಎಂದು ಮಾತ್ರ ಅರ್ಥವಾಗುತ್ತದೆ,23341378,30006
ದಯವಿಟ್ಟು ನನ್ನನ್ನು ಕ್ಷಮಿಸಿ ಎಂದು ಕೆಫೆ ಕಾಫಿ ಡೇ ನಿರ್ದೇಶಕ ಮಂಡಳಿಯ ಸದಸ್ಯರಿಗೆ ಸಿದ್ಧಾರ್ಥ ಜು,23990166,30006
ಅದೇ ವ್ಯಕ್ತಿಯ ಚರಿತ್ರೆಯನ್ನು ಬೇರೊಬ್ಬ ಬರೆದಾಗ ಅದನ್ನು ಜೀವನಚರಿತ್ರೆ ಎನ್ನುತ್ತೇವೆ,23346400,30006
ದಯವಿಟ್ಟು ಡ್ರೈವರ್ ಬಾಗಿಲನ್ನು ಬಿಟ್ಟು ಎಲ್ಲಾ ಡೋರ್‌ಗಳನ್ನು ತೆರೆ,23615252,30006
ಟೀಪೂ ಸುಲ್ತಾನನ ಆಳ್ವಿಕೆಯ ಕಾಲದಲ್ಲಿ ಶ್ರೀರಂಗಪಟ್ಟಣ ಮುಂತಾದೆಡೆಗಳಲ್ಲಿ ಮೌಲೂದಿ ವರ್ಷದ ಉಲ್ಲೇಖವಿರುವ ಶಾಸನಗಳಿವೆ,23483922,30006
ಇವರು ನಂತರದ ವರ್ಷಗಳಲ್ಲಿ ಜಲಂದರ್ ನ ಪಂಜಾಬ್ ಬುಕ್ ಸೆಂಟರಿನ ಉಸ್ತುವಾರಿಯಾಗಿ ಸೇವೆ ಸಲ್ಲಿಸುತ್ತಾರೆ,23480248,30006
ಈ ನಿರ್ದಿಷ್ಟ ಘಟನೆಯು ಪ್ರತಿ ಶುಕ್ರವಾರ ಸಂಜೆ ನಡೆಯುತ್ತದೆ,23467916,30006
ಪೊಲೀಸರು ಆಕೆಯನ್ನು ಪತ್ತೆ ಹಚ್ಚಿ ವಾಪಸ್ ಕರೆದೊಯ್ಯುತ್ತಾರೆ,23548816,30006
ವಿಶ್ವದೆಲ್ಲೆಡೆಯಿಂದ ಹಲವು ತಜ್ಞರು ಮತ್ತು ವಿದ್ಯಾರ್ಥಿವೇತನ ಪಡೆಯುತ್ತಿರುವವರು ಇವುಗಳಲ್ಲಿ ಸಕ್ರಿಯರಾಗಿ ಭಾಗವಹಿಸುವರು,23418854,30006
ತ್ಯಾಜ್ಯ ಆಡಳಿತ ವ್ಯವಸ್ಥೆಯಂತೆ ತ್ಯಾಜ್ಯಕ್ಕೆ ಕಾರಣರಾದವರು ಇದನ್ನು ಸಾಗಿಸಲು ಮತ್ತು ವಿಲೇವಾರಿ ಹಂತದವರೆಗಿನ ಎಲ್ಲಾ ವೆಚ್ಚಗಳಿಗೆ ಸಂದಾಯ ಮಾಡಲೇಬೇಕಾಗುತ್ತದೆ,23444464,30006
ಇದು ಭಾರತ ಮತ್ತು ಶ್ರೀಲಂಕಾದಲ್ಲಿ ಬೆಳೆಯುವ ಸಾಮಾನ್ಯವಾದ ದೊಡ್ಡ ಪೊದೆಸಸ್ಯವಾಗಿದೆ,23434784,30006
ಅವರು ಜೇನುತುಪ್ಪ ಮತ್ತು ಇತರ ಅರಣ್ಯ ಆಹಾರ ಉತ್ಪನ್ನಗಳನ್ನು ಸಂಗ್ರಹಿಸುತ್ತಾರೆ,23541832,30006
ಯಂತ್ರದ ದೋಣಿಗಳನ್ನು ಕಟ್ಟಲೂ ಮೀನು ಹಿಡಿಯಲು ಬೇಕಾಗುವ ಯಂತ್ರೋಪಕರಣಗಳನ್ನು ಒದಗಿಸಲೂ ಮೀನುಗಾರಿಕೆಯಲ್ಲಿ ಶಿಕ್ಷಣ ಕೊಡಲೂ ಸಾಕಷ್ಟು ಹಣ ವೆಚ್ಚವಾಗುತ್ತಿದೆ,23577414,30006
ಪಠ್ಯಕ್ರಮದಲ್ಲಿ ಭಾರತೀಯ ಸಾಂಸ್ಕೃತಿಕ ಮತ್ತು ಧಾರ್ಮಿಕ ಮೌಲ್ಯಗಳನ್ನು ಉತ್ತೇಜಿಸುವ ಅಗತ್ಯತೆಯ ಬಗ್ಗೆ ಸಂಸ್ಥೆಯು ನಿರ್ದಿಷ್ಟವಾಗಿದೆ,23492616,30006
ಎಡಗಡೆಯ ಹಿಂಬದಿಯ ಸೀಟಿನ ಸೊಂಟದ ಆಧಾರವನ್ನು ಹೆಚ್ಚು ಮಾಡಿ,23588858,30006
ವಿನೋದ್ ಬರೆದು ನಿರ್ದೇಶಿಸಿರುವ ತಮಿಳು ಬಾಷೆಯ ಚಿತ್ರ,23473034,30006
ಇದು ಇಲ್ಲಿನ ಸಮುದಾಯಗಳ ನಡುವಿನ ಸಾಮಾನ್ಯ ಅಂಶಗಳಲ್ಲಿ ಒಂದಾಗಿದೆ ಎಂದು ನಾವು ನಂಬುತ್ತೇವೆ,23496356,30006
ದಯವಿಟ್ಟು ಮಧ್ಯದ ಸಾಲಿನ ಮಧ್ಯದ ಆಸನದ ಸೀಟಿನ ಹೀಟರ್ ಆನ್ ಮಾಡು,23625134,30006
ಭತ್ತದ ಬೇಸಾಯವನ್ನು ನಲಿಕೆಯವರು ಒಂದು ವೃತ್ತಿಯನ್ನಾಗಿ ಪರಿಗಣಿಸದೆ ಒಂದು ಆಚರಣೆಯನ್ನಾಗಿ ನಡೆಸುತ್ತಾರೆ,23448528,30006
ರೋಜಾ ಸೆಲ್ವಮಣಿ ಅವರು ೧೭ ನವೆಂಬರ್ ೧೯೭೨ ರಲ್ಲಿ ಜನಿಸಿದ್ದಾರೆ,23971520,30006
ಇದು ಬೊಬ್ಬೆ ಉಕ್ಕಿನ ಉಪಯುಕ್ತತೆಯನ್ನು ಕಡಿಮೆ ಮಾಡುತ್ತದೆ,23440562,30006
ವಾಣಿಜ್ಯದ ಸಂಚಾರವು ನದಿ ಮತ್ತು ಕಾಲುವೆಯ ಪುನರ್ನಿರ್ಮಿತ ಉಪಯೋಗಕ್ಕೆ ದಾರಿ ಮಾಡಿಕೊಟ್ಟಿದೆ,23546840,30006
ಕೇವಲ ಅತಿ ಶ್ರೀಮಂತರು ಅಥವಾ ಶ್ರೀಮಂತ ಪ್ರಭುತ್ವ ಹೊಂದಿರುವವರು ಮಾತ್ರ ಇವುಗಳನ್ನು ಧರಿಸಲು ಅಥವಾ ಬಳಸಲು ಶಕ್ತರಾಗಿದ್ದಾರೆ,23582164,30006
ಜೇನುನೊಣಗಳಿಂದ ಸಂಗ್ರಹಿಸಲ್ಪಟ್ಟ ಜೇನು ಪರಾಗವನ್ನು ಕೆಲವರು ಉತ್ತಮ ಆಹಾರ ಎನ್ನುತ್ತಾರೆ,23330472,30006
ಹೀಗೆ ಲೇಣೆಯು ಉಪಯೋಗದ ಅವಧಿಯು ಶೈಥಿಲ್ಯದಿಂದ ಕಡಿಮೆಯಾಗುತ್ತದೆ,23479648,30006
ಇದು ಅಳಿವಿನಂಚಿನಲ್ಲಿರುವ ವನ್ಯಜೀವಿ ಸಂರಕ್ಷಣೆಯನ್ನು ಉತ್ತೇಜಿಸುವ ಒಂದು ಮಾರ್ಗವಾಗಿದೆ,23489738,30006
ದಯವಿಟ್ಟು ವೇಗ ನಿಯಂತ್ರಣ ಅನ್ನು ಆಫ್ ಮಾಡಿ,23628254,30006
ಜಗತ್ತನ್ನು ಉಳಿಸಲು ಮಹಾವಿಷ್ಣು ಮಧು ಮತ್ತು ಕೈತಭಾ ರಾಕ್ಷಸರನ್ನು ಕೊಲ್ಲಲು ಅವಳು ಸಹಾಯ ಮಾಡಿದಳು,23351798,30006
ಚಾಲಕನ ಕಡೆಯ ಡೋರ್ ಬಂದ್ ಮಾಡು ಮತ್ತು ಅದನ್ನು ಲಾಕ್ ಮಾಡು,23592998,30006
ತಂಡದ ನಾಲ್ವರೂ ಹೊಸ ಹಾಡು ಮತ್ತು ಸಂಗೀತದ ರಚನೆ ಮತ್ತು ನಿರ್ಮಾಣದಲ್ಲಿ ಸಕ್ರಿಯರಾದರು,23565798,30006
ಅಬ್ಬೆ ರಂಗಕಲೆ ಸ್ಥಾಪಿಸಿದಾಗ ಸಿಂಜ್ ರವರನ್ನು ಸಾಹಿತ್ಯ ಸಲಹೆಗಾರನಾಗಿ ನೇಮಕ ಮಾಡಿದರು,23448450,30006
ರಾಜರು ಪಿಟೀಲು ಚೆನ್ನಾಗಿ ತಿಳಿದಿದ್ದರು ಮತ್ತು ಇತರ ಸಂಗೀತಗಾರರೊಂದಿಗೆ ಅರಮನೆ ಆವರಣದಲ್ಲಿರುವ ಕೃಷ್ಣ ದೇವಸ್ಥಾನದಲ್ಲಿ ಪಿಟೀಲು ಪ್ರದರ್ಶನದಲ್ಲಿ ಭಾಗವಹಿಸುತ್ತಿದ್ದರು,23446058,30006
ಇಲ್ಲಿ ಮಾತನಾಡುವ ತಮಿಳಿನ ಉಪಭಾಷೆ ಕೊಂಗು ತಮಿಳು,23538826,30006
ನವ ದೆಹಲಿಯ ಸುತ್ತಮುತ್ತ ಅಕ್ವೇರಿಯಂಗಳನ್ನು ಹುಡುಕಿ.,23635444,30006
ದಯವಿಟ್ಟು ಪ್ಯಾಸೆಂಜರ್ ಸೈಡ್ ಹಿಂದಿನ ಸೀಟಿನ ಸೊಂಟದ ಆಧಾರವನ್ನು ಹೆಚ್ಚಿಸಿ,23619978,30006
ಮಧ್ಯ ಅಮೆರಿಕ ಸಂಯುಕ್ತ ಸಂಸ್ಥಾನಗಳ ಗಣರಾಜ್ಯ ಸ್ಥಾಪಿತವಾಯಿತು,23446000,30006
ನಾನು ಚಿಕ್‌ಪೆಟ್‌ನಲ್ಲಿ ಸಮುದಾಯ ಕೇಂದ್ರಗಳನ್ನು ಹುಡುಕುತ್ತಿದ್ದೇನೆ.,23636298,30006
ಆದರೂ ಮನುಷ್ಯ ಹಾಗೂ ಕೀಟಗಳಲ್ಲಿ ವಾಸನಾ ಪ್ರಚೋದನೆಯ ಕ್ರಿಯೆ ಬಹುತೇಕ ಒಂದೇ ಎಂದು ಹೇಳಲಾಗಿದೆ,23584010,30006
ದಿ ಸ್ಟ್ರೇಂಜ್ ಕೆರಿಯರ್ ಆಫ್ ಜಿಮ್ ಕ್ರೌವ್,23450770,30006
ಅಂದಿಗಾಗಲೆ ದೇಶದಲ್ಲಿ ಬೆಳೆಯುತ್ತಿದ್ದ ವಿಹಾರಗಳ ಸಂಖ್ಯೆ ೭ನೆಯ ಶತಮಾನದ ಎರಡನೆಯ ಪುಲಕೇಶಿಯ ಆಳ್ವಿಕೆಯ ಹೊತ್ತಿಗೆ ನೂರಕ್ಕೆ ಏರಿತ್ತು,24049428,30006
ಜಯಾ ಎಂದೇ ಪರಿಚಿತರಾದ ಭಾರತೀಯ ಕನ್ನಡ ಚಿತ್ರನಟಿ ಮತ್ತು ರಂಗಭೂಮಿ ಕಲಾವಿದೆ,23365578,30006
ಅಂದರೆ ಕಣ್ಣು ಮತ್ತು ಮನಸ್ಸು ಪದಾರ್ಥಗಳನ್ನು ಸ್ಪಷ್ಟ ರೂಪವಾಗಿಯೇ ತಿಳಿಯುತ್ತವೆ,23348438,30006
ಈ ಕೃತಿಯ ಹಲವಾರು ಕನ್ನಡ ಅನುವಾದಗಳು ಹೊರಬಂದಿವೆ,23416002,30006
ಈ ದ್ವಾರಗಳ ಸುತ್ತ ಒಂದು ನಿರ್ದಿಷ್ಟ ವಿಷಯದ ಬಗೆಗಿನ ಪಠ್ಯಗಳನ್ನು ಅಳವಡಿಸಲಾಗಿರುತ್ತದೆ,23535466,30006
ಖನಿಜಗಳು ಮತ್ತು ಪಳೆಯುಳಿಕೆಗಳು ಈ ವರ್ಗಕ್ಕೆ ಸೇರುತ್ತವೆ,23397060,30006
ಇವೆಲ್ಲವು ಮೃದ್ವಂಗಿ ಜಾತಿಗೆ ಸೇರಿದ ಮೀನುಗಳ ತಳಿಗಳಾಗಿವೆ,23429552,30006
ದಯವಿಟ್ಟು ಡ್ರೈವರ್ ಬದಿಯ ಬಾಗಿಲನ್ನು ಹಾಕಿ ಮತ್ತು ಅದನ್ನು ಲಾಕ್ ಮಾಡು,23615102,30006
ಅದು ಯಾವುದೇ ರೀತಿಯ ನೋವು ಉಂಟುಮಾಡುವುದು ಬೇಡ,23349898,30006
ದೂರದರ್ಶನ ಕಾರ್ಯಕ್ರಮಗಳು ಸಾಮಾಜಿಕ ಜೀವನದಲ್ಲಿ ಹೊಸ ಅಲೆಯನ್ನು ಎಬ್ಬಿಸಿವೆ,23385544,30006
ಸುಮಾರು ಇಪ್ಪತ್ತೆಂಟು ವರ್ಷಗಳ ಸುದೀರ್ಘ ಕಾಲಾವಧಿಯಲ್ಲಿ ಈ ಕಾವ್ಯ ರಚಿತವಾಗಿದೆ,23459734,30006
ದಯವಿಟ್ಟು ಪ್ಯಾಸೆಂಜರ್ ಸೈಡ್ ಹಿಂಬದಿಯ ಸೀಟಿನ ಹೀಟರ್ ಅನ್ನು ಕನಿಷ್ಠ ಸೆಟ್ಟಿಂಗ್‌ಗೆ ಮಾಡಿ,23620068,30006
ಸಾಕ್ಷಿಹಳ್ಳಿ ಶಿರಾ ತಾಲ್ಲೂಕಿನ ಒಂದು ಪುಟ್ಟ ಗ್ರಾಮ,23448862,30006
ನಾನು ಎಂಜಿ ರೋಡ್‌ನಲ್ಲಿ ಬಾರ್ಗಳನ್ನು ಹುಡುಕುತ್ತಿದ್ದೇನೆ.,23635742,30006
ದಯವಿಟ್ಟು ಎಲ್ಲಾ ಪ್ರಯಾಣಿಕರ ಬದಿಯ ಬಾಗಿಲುಗಳನ್ನು ತೆರೆಯಿರಿ,23611076,30006
ಕೃಷ್ಣನಿಗೆ ತುಳಸಿಯ ವಿವಾಹ ಸಮಾರಂಭವು ಸಾಂಪ್ರದಾಯಿಕ ಹಿಂದೂ ವಿವಾಹವನ್ನು ಹೋಲುತ್ತದೆ,23453546,30006
ಒಟ್ಟಾರೆ ಇಲ್ಲಿ ಸುಮಾರು ಹನ್ನೆರಡು ವಿಶ್ವವಿದ್ಯಾಲಯಗಳು ಇವೆ,23433570,30007
ತಮ್ಮ ಸ್ನೇಹಿತರೊಡಗೂಡಿ ಅಲ್ಲಲ್ಲೆ ನಾಟಕಗಳನ್ನು ಪ್ರದರ್ಶಿಸುವುದರ ಜೊತೆಗೆ ನಾಟಕ ತಂಡಗಳಿಗೆ ಸಹಾಯ ಮಾಡುತ್ತಿದ್ದರು,23408758,30007
